Id,Model,Price,Age,Mfg_Month,Mfg_Year,KM,Fuel_Type,HP,Met_Color,Automatic,cc,Doors,Cylinders,Weight
567,TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12950,51,6,2000,38403,Petrol,110,0,0,1600,3,4,1055
568,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9750,56,1,2000,37461,Petrol,97,0,0,1400,3,4,1025
569,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10900,54,3,2000,37000,Petrol,97,1,0,1400,3,4,1025
570,?TOYOTA Corolla 1.6 16V VVT I SEDAN TERRA 4/5-Doors,10995,55,2,2000,36406,Petrol,110,1,0,1600,4,4,1035
571,TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,10750,48,9,2000,36005,Petrol,97,1,0,1400,5,4,1065
572,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,10950,52,5,2000,36000,Petrol,110,1,0,1600,5,4,1075
573,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,13000,49,8,2000,36000,Petrol,110,0,0,1600,5,4,1080
574,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,12950,45,12,2000,36000,Petrol,110,1,1,1600,3,4,1070
575,TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,52,5,2000,35823,Petrol,110,0,0,1600,5,4,1075
576,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10950,56,1,2000,35230,Petrol,97,0,0,1400,3,4,1025
577,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,11710,48,9,2000,35142,Petrol,110,0,0,1600,3,4,1055
578,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9980,49,8,2000,34890,Petrol,97,0,0,1400,3,4,1025
579,TOYOTA Corolla 1.6 16V VVT I WAGON TERRA Stationwagen,12250,51,6,2000,34882,Petrol,110,1,0,1600,5,4,1075
580,?TOYOTA Corolla 1.6 16V VVT I LIFTB TERRA 4/5-Doors,11500,46,11,2000,34000,Petrol,110,1,0,1600,5,4,1075
581,TOYOTA Corolla 1.6 16v Liftback Linea Sol 4/5-Doors,11950,56,1,2000,33998,Petrol,110,0,0,1600,5,4,1080
582,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,11500,55,2,2000,33230,Petrol,110,0,0,1600,3,4,1050
583,TOYOTA Corolla 1.6 16V VVT I LIFTB SOL 4/5-Doors,11900,46,11,2000,33021,Petrol,110,1,0,1600,5,4,1080
584,?TOYOTA Corolla 1.4 16V VVT I HATCHB SOL 2/3-Doors,11930,49,8,2000,31999,Petrol,97,0,0,1400,3,4,1030
585,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,52,5,2000,31579,Petrol,97,0,0,1400,3,4,1025
586,TOYOTA Corolla 1.4 HB Terra 2/3-Doors,8950,56,1,2000,31000,Petrol,97,0,0,1400,3,4,1025
587,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10450,46,11,2000,30806,Petrol,97,1,0,1400,5,4,1060
588,?TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,10500,55,2,2000,30461,Petrol,86,1,0,1300,5,4,1050
589,TOYOTA Corolla 1.6 16V VVT I HATCHB SOL AUT4 2/3-Doors,12950,50,7,2000,29686,Petrol,110,1,1,1600,3,4,1075
590,?TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9950,55,2,2000,29650,Petrol,86,0,0,1300,3,4,1025
591,?TOYOTA Corolla 1.6 16V VVT I HATCHB G6 2/3-Doors,12900,52,5,2000,29500,Petrol,110,1,0,1600,3,4,1055
592,TOYOTA Corolla 1.4 HB LINEA TERRA 2/3-Doors,9950,48,9,2000,28656,Petrol,97,0,0,1400,3,4,1085
593,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,55,2,2000,27500,Petrol,97,1,0,1400,3,4,1025
594,?TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA 2/3-Doors,10950,48,9,2000,26938,Petrol,110,1,0,1600,3,4,1040
595,TOYOTA Corolla 1.4 16V VVT I LIFTB TERRA 4/5-Doors,10950,53,4,2000,26624,Petrol,97,0,0,1400,5,4,1060
596,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,9950,47,10,2000,26221,Petrol,97,1,0,1400,3,4,1025
597,TOYOTA Corolla LIFTBACK 1.4 16V VVTI TERRA 4/5-Doors,10950,50,7,2000,22648,Petrol,97,1,0,1400,5,4,1060
598,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10800,50,7,2000,22500,Petrol,97,1,0,1400,3,4,1025
599,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10500,56,1,2000,19313,Petrol,97,0,0,1400,3,4,1025
600,?TOYOTA Corolla 1.6 SDN LINEA TERRA 4/5-Doors,10450,50,7,2000,17619,Petrol,110,0,0,1600,4,4,1030
601,?TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10600,51,6,2000,17069,Petrol,97,1,0,1400,3,4,1025
602,TOYOTA Corolla 1.4 16V VVT I HATCHB TERRA 2/3-Doors,10450,48,9,2000,15000,Petrol,97,1,0,1400,3,4,1025
603,?TOYOTA Corolla 1.4 16V VVT I LIFTB SOL 4/5-Doors,12950,50,7,2000,10210,Petrol,97,0,0,1400,5,4,1065
604,TOYOTA Corolla 1.6 16V VVT I HATCHB TERRA AUT4 2/3-Doors,11250,47,10,2000,5309,Petrol,110,1,1,1600,3,4,1070
605,TOYOTA Corolla 2.0 d HB Diesel 2/3-Doors,7500,50,7,2000,1,Diesel,90,1,0,2000,3,4,1260
606,TOYOTA Corolla 1.4 VVT-i Terra 2/3-Doors,8950,52,5,2000,31000,Petrol,97,0,0,1398,3,4,1025
607,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,6950,58,11,1999,205000,Diesel,72,1,0,2000,4,4,1100
608,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7900,68,1,1999,204250,Diesel,72,0,0,2000,3,4,1115
609,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,5950,68,1,1999,194545,Petrol,86,0,0,1300,4,4,1000
610,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7500,59,10,1999,190900,Diesel,72,1,0,2000,3,4,1115
611,TOYOTA Corolla 2.0 DSL LIFTB LINEA LUNA 4/5-Doors,7500,62,7,1999,183500,Diesel,72,1,0,2000,5,4,1140
612,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,65,4,1999,176184,Diesel,72,1,0,2000,3,4,1115
613,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,5751,67,2,1999,174833,Diesel,72,0,0,2000,4,4,1100
614,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,6950,68,1,1999,155720,Petrol,86,1,0,1300,3,4,1015
615,TOYOTA Corolla 1.6 Linea Terra Comfort 4/5-Doors,7950,67,2,1999,155500,Petrol,110,1,0,1600,5,4,1050
616,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,7750,59,10,1999,154783,Diesel,72,1,0,2000,3,4,1120
617,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,5,1999,154462,Diesel,72,1,0,2000,5,4,1135
618,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8250,64,5,1999,150585,Petrol,110,1,0,1600,3,4,1065
619,TOYOTA Corolla 2.0diesel Stationwagen,6250,67,2,1999,149000,Diesel,90,1,0,2000,5,4,1135
620,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9500,62,7,1999,147636,Diesel,72,0,0,2000,5,4,1135
621,TOYOTA Corolla 2.0D TERRA LIFTBACK 4/5-Doors,6900,59,10,1999,144521,Diesel,72,1,0,2000,5,4,1135
622,TOYOTA Corolla 1.6 16V G6 2/3-Doors,8450,64,5,1999,144000,CNG,110,1,0,1600,3,4,1065
623,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,7350,65,4,1999,140168,Diesel,72,1,0,2000,3,4,1115
624,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8950,68,1,1999,140000,Petrol,110,1,0,1600,5,4,1085
625,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6900,60,9,1999,139800,Diesel,72,0,0,2000,3,4,1115
626,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,59,10,1999,137050,CNG,110,1,0,1600,3,4,1078
627,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8750,61,8,1999,136956,Petrol,110,0,0,1600,3,4,1065
628,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,7950,67,2,1999,135337,CNG,110,1,0,1600,5,4,1120
629,TOYOTA Corolla 2.0 DSL HATCHB LINEA LUNA 2/3-Doors,8950,64,5,1999,133769,Diesel,72,1,0,2000,3,4,1120
630,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,58,11,1999,133405,Diesel,72,1,0,2000,5,4,1135
631,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,65,4,1999,132807,Diesel,72,1,0,2000,5,4,1135
632,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,7950,64,5,1999,132393,Diesel,72,0,0,2000,5,4,1135
633,TOYOTA Corolla 1.6 16V HATCHB S 2/3-Doors,7750,60,9,1999,130270,Petrol,110,0,0,1600,3,4,1050
634,TOYOTA Corolla 2.0D XL Sedan 4/5-Doors,7500,59,10,1999,130000,Diesel,72,1,0,2000,4,4,1135
635,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,8950,67,2,1999,127000,Diesel,72,1,0,2000,5,4,1135
636,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,9800,67,2,1999,126800,Diesel,72,0,0,2000,5,4,1135
637,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,66,3,1999,126452,Petrol,110,1,0,1600,5,4,1085
638,TOYOTA Corolla Sw 20D Linea Terra Stationwagen,8950,62,7,1999,125175,Diesel,116,0,0,2000,5,4,1150
639,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8750,68,1,1999,125000,Diesel,72,1,0,2000,3,4,1115
640,TOYOTA Corolla 2.0 DSL LIFTB LINEA TERRA 4/5-Doors,10500,61,8,1999,123000,Diesel,72,0,0,2000,5,4,1135
641,TOYOTA Corolla 1.3 16V WAGON LINEA TERRA Stationwagen,7995,59,10,1999,121626,Petrol,86,0,0,1300,5,4,1050
642,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,10450,64,5,1999,120400,Petrol,110,0,0,1600,5,4,1090
643,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,9950,66,3,1999,120000,Diesel,72,0,0,2000,4,4,1100
644,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,9950,68,1,1999,119541,Petrol,110,0,0,1600,3,4,1055
645,TOYOTA Corolla 1.6 VVT-i Linea Terra Comfort 4/5-Doors,8950,68,1,1999,119500,Petrol,110,1,0,1600,5,4,1070
646,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,7950,68,1,1999,119289,Petrol,110,1,0,1600,4,4,1035
647,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,10950,57,12,1999,118833,Petrol,110,0,0,1600,3,4,1065
648,TOYOTA Corolla 2.0 DSL WAGON LINEA TERRA Stationwagen,9950,64,5,1999,118000,Diesel,72,1,0,2000,5,4,1150
649,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA AUT4 4/5-Doors,8600,68,1,1999,117955,Petrol,110,1,1,1600,4,4,1065
650,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7250,65,4,1999,117609,Petrol,86,0,0,1300,3,4,1015
651,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,6950,68,1,1999,117000,Diesel,72,0,0,2000,3,4,1115
652,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8000,64,5,1999,116000,Petrol,86,0,0,1300,5,4,1045
653,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,58,11,1999,115715,Petrol,110,0,0,1600,5,4,1070
654,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9450,60,9,1999,115191,CNG,110,1,0,1600,4,4,1079
655,TOYOTA Corolla 1.6 16V HATCHB LINEA LUNA 2/3-Doors,7950,68,1,1999,115071,Petrol,110,1,0,1600,3,4,1055
656,TOYOTA Corolla 1.6 G6-R 2/3-Doors,9450,63,6,1999,115000,CNG,110,0,0,1600,3,4,1109
657,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,64,5,1999,114846,Petrol,110,1,0,1600,5,4,1075
658,TOYOTA Corolla 2.0 D Linea Terra 3d 2/3-Doors,6950,65,4,1999,114383,Diesel,90,0,0,2000,3,4,1260
659,TOYOTA Corolla 1.6 16v Liftback Linea Terra 4/5-Doors,8250,59,10,1999,113700,Petrol,110,1,0,1600,5,4,1065
660,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9950,67,2,1999,113118,Petrol,86,1,0,1300,3,4,1020
661,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,8250,59,10,1999,112827,Petrol,86,1,0,1300,5,4,1040
662,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9950,68,1,1999,112116,Petrol,110,1,0,1600,5,4,1070
663,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10500,66,3,1999,112000,Petrol,110,1,0,1600,3,4,1065
664,TOYOTA Corolla 2.0 SDN LINEA TERRA DSL 4/5-Doors,7950,62,7,1999,112000,Diesel,72,0,0,2000,4,4,1135
665,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9750,65,4,1999,111769,Petrol,110,0,0,1600,3,4,1065
666,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,9250,61,8,1999,110853,Petrol,110,1,0,1600,5,4,1070
667,TOYOTA Corolla 1.6 Linea Luna 2/3-Doors,9500,68,1,1999,110287,Petrol,110,1,0,1600,3,4,1050
668,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,62,7,1999,109547,Petrol,110,0,0,1600,5,4,1075
669,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7750,63,6,1999,109230,Petrol,110,0,0,1600,3,4,1050
670,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,68,1,1999,109150,Petrol,110,0,0,1600,5,4,1075
671,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9950,67,2,1999,108793,Petrol,110,1,0,1600,4,4,1035
672,TOYOTA Corolla 1.6 HB LINEA LUNA AUT 2/3-Doors,9750,64,5,1999,106784,Petrol,110,0,1,1600,3,4,1050
673,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9750,58,11,1999,105942,Petrol,86,0,0,1300,5,4,1040
674,TOYOTA Corolla 1.3 16V Linea Terra 2/3-Doors,5950,59,10,1999,105000,Petrol,86,1,0,1300,3,4,1015
675,TOYOTA Corolla 1.3 16V LIFTB G6 4/5-Doors,8500,62,7,1999,105000,Petrol,86,0,0,1300,5,4,1040
676,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,8495,68,1,1999,104299,Petrol,110,1,0,1600,5,4,1085
677,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,9250,67,2,1999,104000,Petrol,86,0,0,1300,3,4,1020
678,TOYOTA Corolla 1.3 LIN. Terra 2/3-Doors,6900,68,1,1999,104000,Petrol,86,1,0,1300,3,4,1015
679,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,8950,58,11,1999,103458,Petrol,86,1,0,1300,3,4,1025
680,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,63,6,1999,103400,Petrol,110,1,0,1600,5,4,1075
681,TOYOTA Corolla 1.3 16V WAGON LINEA LUNA Stationwagen,9250,63,6,1999,102807,Petrol,86,0,0,1300,5,4,1055
682,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9895,68,1,1999,102494,Petrol,110,0,0,1600,5,4,1090
683,TOYOTA Corolla 2.0 LB LINEA TERRA D 4/5-Doors,9950,57,12,1999,102300,Diesel,72,1,0,2000,5,4,1135
684,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,8,1999,102106,Petrol,110,0,0,1600,3,4,1050
685,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8750,68,1,1999,101889,Petrol,110,1,0,1600,5,4,1075
686,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,8250,57,12,1999,101791,Diesel,72,0,0,2000,3,4,1115
687,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,8950,63,6,1999,101469,Petrol,110,1,0,1600,3,4,1065
688,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,68,1,1999,101001,Petrol,110,0,0,1600,5,4,1075
689,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8950,61,8,1999,100748,Petrol,110,0,0,1600,5,4,1070
690,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,8950,65,4,1999,100550,Petrol,110,1,0,1600,5,4,1075
691,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,9450,67,2,1999,99781,Petrol,110,1,0,1600,5,4,1085
692,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,8950,59,10,1999,98658,Petrol,86,1,0,1300,3,4,1020
693,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,65,4,1999,98500,Petrol,110,1,0,1600,5,4,1075
694,TOYOTA Corolla 1.3 Linea Terra sedan Comf. 4/5-Doors,8750,64,5,1999,98291,Petrol,86,0,0,1300,4,4,1000
695,TOYOTA Corolla 1.6 16V HATCHB G6 2/3-Doors,9950,61,8,1999,97648,Petrol,110,1,0,1600,3,4,1065
696,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9950,61,8,1999,97425,Petrol,110,1,0,1600,5,4,1075
697,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,9900,65,4,1999,97173,Petrol,86,0,0,1300,3,4,1015
698,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8950,66,3,1999,97046,Petrol,86,1,0,1300,4,4,1000
699,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,67,2,1999,96000,Petrol,110,1,0,1600,3,4,1050
700,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,12250,60,9,1999,96000,Diesel,72,0,0,2000,4,4,1100
701,TOYOTA Corolla 1.6 Linea Terra LB 4/5-Doors,9250,67,2,1999,95750,Petrol,110,1,0,1600,5,4,1070
702,TOYOTA Corolla 1.6 HB Linea Luna 2/3-Doors,10250,61,8,1999,95147,Petrol,110,1,0,1600,3,4,1050
703,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8950,68,1,1999,95000,Petrol,110,0,0,1600,3,4,1050
704,TOYOTA Corolla 1.6-16v Linea Terra 2/3-Doors,7999,65,4,1999,95000,Petrol,110,1,0,1600,3,4,1050
705,TOYOTA Corolla 1.6 G6R HB 2/3-Doors,9900,66,3,1999,94606,Petrol,110,0,0,1600,3,4,1065
706,TOYOTA Corolla 1.3 16V SEDAN LINEA TERRA 4/5-Doors,8250,63,6,1999,94504,Petrol,86,1,0,1300,4,4,1000
707,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,65,4,1999,93428,Petrol,110,1,0,1600,5,4,1075
708,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8450,65,4,1999,93408,Petrol,86,0,0,1300,3,4,1015
709,TOYOTA Corolla 1.6 16V WAGON LINEA LUNA Stationwagen,9900,68,1,1999,93296,Petrol,110,1,0,1600,5,4,1090
710,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10500,62,7,1999,93098,Petrol,110,1,0,1600,5,4,1075
711,TOYOTA Corolla 2.0 DSL SEDAN LINEA TERRA 4/5-Doors,8500,67,2,1999,92922,Diesel,72,1,0,2000,4,4,1100
712,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,9500,61,8,1999,92498,Petrol,110,1,0,1600,3,4,1050
713,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,9450,65,4,1999,92226,Petrol,110,0,0,1600,3,4,1065
714,TOYOTA Corolla 2.0 DSL HATCHB LINEA TERRA 2/3-Doors,9900,68,1,1999,91505,Diesel,72,0,0,2000,3,4,1115
715,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,5,1999,91333,Petrol,110,1,0,1600,3,4,1050
716,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,65,4,1999,91246,Petrol,86,1,0,1300,3,4,1015
717,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9500,58,11,1999,91000,Petrol,110,1,0,1600,5,4,1075
718,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8450,68,1,1999,90727,Petrol,110,0,0,1600,3,4,1050
719,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8490,62,7,1999,90000,Petrol,110,0,0,1600,3,4,1050
720,TOYOTA Corolla 1.6 Linea Terra Sedan 4/5-Doors,8750,60,9,1999,89576,Petrol,110,0,0,1600,4,4,1035
721,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,9750,64,5,1999,89145,Petrol,86,1,0,1300,3,4,1025
722,TOYOTA Corolla 1.6 Linea Luna Wagon Stationwagen,9950,63,6,1999,89000,Petrol,110,1,0,1600,5,4,1085
723,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8500,68,1,1999,88807,Petrol,110,0,0,1600,3,4,1050
724,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8450,63,6,1999,88685,Petrol,110,0,0,1600,5,4,1070
725,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,7900,62,7,1999,88667,Petrol,110,1,0,1600,4,4,1040
726,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8750,57,12,1999,88480,Petrol,110,1,0,1600,3,4,1050
727,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7950,61,8,1999,88127,Petrol,86,0,0,1300,3,4,1015
728,TOYOTA Corolla 1.3 16V HATCHB LINEA LUNA 2/3-Doors,6900,62,7,1999,88000,Petrol,86,0,0,1300,3,4,1020
729,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8150,65,4,1999,87821,Petrol,86,1,0,1300,3,4,1015
730,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA AUT3 4/5-Doors,10995,59,10,1999,87654,Petrol,86,1,1,1300,5,4,1065
731,TOYOTA Corolla 1.6 16V HATCHB LINEA TERRA 2/3-Doors,8900,59,10,1999,86888,Petrol,110,1,0,1600,3,4,1050
732,TOYOTA Corolla 1.3 16V LIFTB LINEA LUNA 4/5-Doors,9500,59,10,1999,86871,Petrol,86,1,0,1300,5,4,1040
733,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8950,68,1,1999,86714,Petrol,110,1,0,1600,4,4,1035
734,TOYOTA Corolla 1.6 G6 HB 2/3-Doors,11500,65,4,1999,85889,Petrol,110,0,0,1600,3,4,1065
735,TOYOTA Corolla 1.6 Terra HB 2/3-Doors,10450,62,7,1999,85000,Petrol,110,1,0,1600,3,4,1050
736,TOYOTA Corolla 1.3 16V HATCHB G6 2/3-Doors,10500,60,9,1999,85000,Petrol,86,1,0,1300,3,4,1025
737,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,9250,68,1,1999,84976,Petrol,110,1,0,1600,4,4,1035
738,?TOYOTA Corolla 1.6 16v Linea Luna Stationwagen,10950,65,4,1999,84558,Petrol,110,1,0,1600,5,4,1120
739,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,10450,62,7,1999,84549,Petrol,110,0,0,1600,5,4,1075
740,TOYOTA Corolla 1.6 16V LIFTB LINEA LUNA 4/5-Doors,9250,68,1,1999,84482,Petrol,110,1,0,1600,5,4,1075
741,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA 4/5-Doors,8750,62,7,1999,83908,Petrol,110,1,0,1600,5,4,1070
742,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,67,2,1999,83560,Petrol,86,0,0,1300,3,4,1015
743,TOYOTA Corolla 1.6 16V LIFTB LINEA TERRA AUT4 4/5-Doors,9800,68,1,1999,83000,Petrol,107,1,1,1600,5,4,1100
744,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8250,64,5,1999,82723,Petrol,86,0,0,1300,3,4,1015
745,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10450,62,7,1999,82421,Petrol,110,1,0,1600,3,4,1065
746,TOYOTA Corolla 1.6 4/5-Doors,9750,58,11,1999,82254,Petrol,110,0,0,1600,5,4,1050
747,TOYOTA Corolla Linea Luna 1.6i 16V 2/3-Doors,8950,61,8,1999,82115,Petrol,110,1,0,1600,3,4,1055
748,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,7450,65,4,1999,82000,Petrol,86,1,0,1300,3,4,1015
749,TOYOTA Corolla 1.3 16V LIFTB LINEA TERRA 4/5-Doors,8450,68,1,1999,81965,Petrol,86,1,0,1300,5,4,1035
750,TOYOTA Corolla 1.6 HB LINEA TERRA 2/3-Doors,8250,66,3,1999,81250,Petrol,110,0,0,1600,3,4,1050
751,TOYOTA Corolla 1.6 16V HATCHB G6 R 2/3-Doors,10950,65,4,1999,81192,Petrol,110,1,0,1600,3,4,1065
752,TOYOTA Corolla 1.6 16V SEDAN LINEA LUNA 4/5-Doors,8950,61,8,1999,81170,Petrol,110,1,0,1600,4,4,1040
753,TOYOTA Corolla 1.3 16V HATCHB LINEA TERRA 2/3-Doors,8750,66,3,1999,81083,Petrol,86,0,0,1300,3,4,1015
754,TOYOTA Corolla 1.6 VVTi Linea Luna 4/5-Doors,10450,61,8,1999,80714,Petrol,110,1,0,1600,5,4,1075
755,TOYOTA Corolla 1.6 16V WAGON LINEA TERRA Stationwagen,10950,57,12,1999,80470,Petrol,110,0,0,1600,5,4,1085
756,TOYOTA Corolla 1.6 16V SEDAN LINEA TERRA 4/5-Doors,8450,65,4,1999,80439,Petrol,110,1,0,1600,4,4,1035
